不留痕迹/叶落无痕,Leave No Trace,美国,8.1/10 from 410 users,本&middot;福斯特加盟黛布拉&middot;格兰尼克([冬天的骨头])新片[我的放纵](My Abandonment，暂译)。该片将由黛布拉&middot;格兰尼克和安娜&middot;罗塞里尼共同担任编剧。电影根据同名小说改编，讲述一对父女生活在一个城市森林公园中，而他们犯的一个小错误使他们被人发现，生活发生了天翻地覆的变化。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8308/阳光电影www.ygdy8.com.不留痕迹.BD.720p.中英双字幕.mkv
摩天营救/摩天大楼(台)/高凶浩劫(港)/高耸入云,Skyscraper,美国,"6.4/10 from 65,239 users",在香港市中心，世界上最高、结构最复杂的摩天大楼遭到破坏，危机一触即发。威尔&middot;索耶（道恩&middot;强森 饰）的妻子萨拉（内芙&middot;坎贝尔 饰）和孩子们在98层被劫为人质，直接暴露在火线上。威尔，这位战争英雄、前联邦调查局救援队员，作为大楼的安保顾问，却被诬陷纵火和谋杀。他必须奋力营救家人，为自己洗脱罪名，关乎生死存亡的高空任务就此展开。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8307/阳光电影www.ygdy8.com.摩天营救.BD.720p.中英双字幕.mkv
小意大利,Little Italy,美国,6.0/10 from 190 users,Voltage Pictures拿下艾玛&middot;罗伯茨、海登&middot;克里斯滕森主演的浪漫爱情片[小意大利](Little Italy，暂译)的国际销售权。该片由唐纳德&middot;佩特瑞([倒霉爱神])执导，故事类似现代版罗密欧与朱丽叶，讲述一名见习厨师同一位餐厅老板坠入爱河。他们父亲是商业死对头，母亲却是秘密的闺中好友。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8306/阳光电影www.ygdy8.com.小意大利.BD.720p.中英双字幕.mkv
终点的婚礼/旅游结婚/婚礼冤家(台),Destination Wedding,美国,5.7/10 from 263 users,基努&middot;里维斯与薇诺娜&middot;赖德加盟浪漫喜剧《终点的婚礼》（暂译，Destination Wedding），该片由维克多&middot;列文（《爱情时限恋未尽》）撰写剧本并执担任导演，讲述两位在婚礼上不被瞩目、痛苦失意的宾客，他们将建立起一段共同又彼此独立的感情的故事。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8305/阳光电影www.ygdy8.com.终点的婚礼.BD.720p.中英双字幕.mkv
扭曲,Distorted,加拿大,4.4/10 from 140 users,克里斯蒂娜&middot;里奇、约翰&middot;库萨克、布莱登&middot;佛雷切将参演[扭曲](Distorted，暂译)，罗布&middot;W&middot;金执导，阿恩&middot;奥尔森编剧。克里斯蒂娜&middot;里奇扮演患有躁郁症的艺术家劳伦&middot;柯伦，其饱受记忆折磨之苦，同时担心人身安全。片中库萨克饰演对网络阴谋颇感兴趣的记者，他将帮助劳伦。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7304/阳光电影www.ygdy8.com.扭曲.BD.720p.中英双字幕.mkv
Animal World,动物世界/赌博默示录中国版,中国,"7.3/10 from 154,264 users",在游戏机厅做着兼职&ldquo;小丑&rdquo;的郑开司（李易峰 饰），幼时父亲突然失踪，母亲重病住院，使得郑开司的生活非常拮据。发小&ldquo;大虾米&rdquo;（曹炳琨 饰）借口买房骗下了郑开司父亲留下的房产，还给他带来了巨额的欠债。神秘人物（迈克尔&middot;道格拉斯 Michael Douglas 饰）出现，告诉郑开司，只要参加&ldquo;命运号&rdquo;游轮上的神秘游戏，就有机会偿还完所有欠款，一无所有的郑开司为了给青梅竹马的护士刘青（周冬雨 饰）和母亲更好的生活，只得登上游轮，开始了生存游戏，一场以&ldquo;剪刀、石头、布&rdquo;展开的生死较量即将登场&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8400/阳光电影www.ygdy8.com.动物世界.HD.1080p.国语中英双字.mp4
雾中的女孩,La ragazza nella nebbia,意大利/德国/法国,6.6/10 from 384 users,《雾中的女孩》改编自畅销全球的同名惊悚小说。在一个浓雾瀰漫的山中小镇，办案手法令人费解的侦探沃格尔正著手调查16岁少女安娜卢的失踪案件。随著侦办过程演变成一场媒体风暴，警方和罪犯之间的善恶界线开始变得模糊不清，导致人人都有可能是头号嫌犯&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8302/阳光电影www.ygdy8.com.雾中的女孩.BD.720p.中英双字幕.mkv
一起入魔,Let's Be Evil,英国,4.2/10 from 169 users,三个年轻人应聘到一个地下实验室，照顾一群高智商儿童的学习和生活，随着项目进展，孩子们出现各种异样举动，基地的设备和智能向导频发故障，恐怖的游戏开始了。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8300/阳光电影www.ygdy8.com.一起入魔.BD.720p.中英双字幕.mkv
迟来的愤怒,Tarde para la ira/The Fury of a Patient Man,西班牙,6.1/10 from 594 users,威尼斯的地平线单元中，出现了这样一部电影，不扯人性，&ldquo;三观&rdquo;却正到让人大呼过瘾，这就是讲述了一个干脆利落的复仇故事的西班牙电影《迟来的愤怒》。 <br />　　影片讲述了一个男人为了替在抢劫案中惨死的女友和变成植物人的老爸报仇，潜伏八年，甚至睡了抢劫团伙司机的孩子他妈，只为等他出狱，威胁他，顺藤摸瓜找到躲藏起来的真凶们，一个一个复仇。 <br /><br />◎获奖情况 <br /><br />　　第73届威尼斯电影节 (2016) <br />　　地平线单元奖 最佳影片(提名) 劳尔&middot;阿雷瓦洛 <br /><br />　　第31届西班牙戈雅奖 (2017) <br />　　最佳影片 <br />　　最佳男主角(提名) 路易斯&middot;卡叶赫/安东尼奥&middot;德&middot;拉&middot;托雷 <br />　　最佳男配角 曼诺罗&middot;索洛 <br />　　最佳新人导演 劳尔&middot;阿雷瓦洛 <br />　　最佳新人女演员(提名) 露丝&middot;迪亚斯 <br />　　最佳原创剧本 大卫&middot;普利多/劳尔&middot;阿雷瓦洛 <br />　　最佳摄影(提名) <br />　　最佳剪辑(提名) <br />　　最佳服装设计(提名) ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7299/阳光电影www.ygdy8.com.迟来的愤怒.BD.720p.中英双字幕.mkv
死神真人版/境&middot;界,BLEACH,日本,"5.0/10 from 1,742 users",久保带人所著人气漫画《BLEACH》确定将改编真人电影，预计2018年上映。主人公黑崎一护由福士苍汰饰演，电影导演由佐藤信介担任。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8298/阳光电影www.ygdy8.com.死神真人版.BD.720p.中英双字幕.mkv
儿童法案/判决(台)/少年法&middot;內情(港),The Children Act,英国,7.5/10 from 900 users,一位声名显赫的高等法院法官Fiona Maye，她和教授丈夫的婚姻来到破碎的临界点，而一项棘手的案件又摆在她面前：是否应该强迫一位未满18岁、拒绝接受输血治疗的白血病患者活下去？Maye前去医院探望患病男孩Adam，这起谈话带给了两人深远的影响，不仅让Adam产生全新的强烈感受，也将Maye内心深藏的情感激发出来。 ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8284/阳光电影www.ygdy8.com.儿童法案.BD.720p.中英双字幕.mkv
The Island,一出好戏/大富翁/诳想曲,中国,"7.3/10 from 275,024 users",马进欠下债务，与远房表弟小兴在底层社会摸爬滚打，习惯性的买彩票，企图一夜暴富，并迎娶自己的同事姗姗。一日，公司全体员工出海团建，途中，马进收到了彩票中头奖的信息，六千万！就在马进狂喜自己翻身的日子终于到来之际，一场突如其来的滔天巨浪打破了一切。苏醒过来的众人发现身处荒岛 ，丧失了一切与外界的联系&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4093/阳光电影www.ygdy8.com.一出好戏.HD.1080p.国语中英双字.mp4
汪星卧底/秀犬/犬展/萌犬卧底/汪牌特工/出Show狗仔隊(港),Show Dogs,美国,"5.9/10 from 1,069 users",影片讲述了纽约警局警犬麦克斯（卢达克里斯 Ludacris 配音）与它的人类搭档FBI探员弗兰克（威尔&middot;阿奈特 Will Arnett 饰）联手破案的惊险经历。本互不相识且性格迥异的一人一犬，因为一宗珍稀动物偷盗案被强行组队。随后更被派遣到拉斯维加斯参加全球知名犬展，通过卧底行动缉拿罪魁祸首。而此次行动对于&ldquo;厌狗&rdquo;的探员弗兰克和不修边幅的麦克斯，远比想象中的艰难&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8297/阳光电影www.ygdy8.com.汪星卧底.HD.720p.国英双语中字.mkv
幸福的拉扎罗/睡王子的快乐传说(港),Lazzaro felice,意大利/瑞士/法国/德国,"8.7/10 from 2,030 users",拉扎罗（阿德里亚诺&middot;塔尔迪奥洛 饰）是一位内心单纯的年轻农民，坦克雷迪（卢卡&middot;奇科瓦尼 饰）则是一位骄横的年轻贵族。他在Inviolata这座与世隔绝的小城内生活，这个城镇则由侯爵夫人阿诺西纳&middot;德&middot;卢娜（尼可莱塔&middot;布拉斯基 饰）所统治。年轻的农民和年轻的贵族相遇并成为好友。某天，坦克雷迪出于玩乐的目的，自导自演了绑架闹剧，并向拉扎罗求助。拉扎罗非常珍视这段真诚且快乐的友谊，他决定穿越时空，回到小城，以寻找坦克雷迪。 <br /><br />◎获奖情况 <br /><br />　　第71届戛纳电影节 (2018) <br />　　主竞赛单元 金棕榈奖(提名) 阿莉切&middot;罗尔瓦赫尔 <br />　　主竞赛单元 最佳编剧 阿莉切&middot;罗尔瓦赫尔 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7297/阳光电影www.ygdy8.com.幸福的拉扎罗.BD.720p.意大利语中字.mkv
精灵旅社3：疯狂假期/鬼灵精怪大酒店3：怪兽旅行团(港)/尖叫旅社3：怪兽假期(台),Hotel Transylvania 3: Summer Vacation,美国,"6.9/10 from 30,105 users",德古拉和家人朋友们踏上了一艘邮轮，宿命之敌&ldquo;吸血鬼猎人&rdquo;范海辛正在船上布置天罗地网等待&ldquo;猎物&rdquo;上门。除了爆笑搞怪，这次的冒险更加惊险刺激而纠结，因为在茫茫大海中，德古拉除了要面对重重家庭阻力、拯救朋友们的压力、也许还有&hellip;&hellip;一个美女? ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3141/阳光电影www.ygdy8.com.精灵旅社3：疯狂假期.HD.720p.韩版中英双字.mkv
橘子酱男孩,ママレード&middot;ボーイ / Marmalade Boy/実写版 ママレード&middot;ボーイ,日本,5.0/10 from 435 users,活泼开朗的高中女生小石川光希（樱井日奈子 饰）突然得知父母要离婚的消息，他们双双出轨，和另一对夫妻谈恋爱，而且两家还住在了同一个屋檐下，对方家中有一个与光希同年的儿子松浦游（吉泽亮 饰），智商超高运动全能，光希不知不觉间喜欢上了他。 ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8397/阳光电影www.ygdy8.com.橘子酱男孩.BD.720p.日语中字.mkv
德鲁大叔/街头祖霸王(港),Uncle Drew,美国,"7.1/10 from 2,729 users",今年早些时候曾有媒体爆出凯里&middot;欧文的短片《德鲁大叔》将改编成长片电影，今日又有媒体传出&quot;大鲨鱼&quot;沙奎尔&middot;奥尼尔将加盟该片。 <br /><br />　　电影将讲述一群厉害的老年篮球运动员，违反参赛资格，参加著名的洛克锦标赛，在赛场上老大爷球场狂虐小年轻，让人&ldquo;目瞪狗呆&rdquo;的故事。 ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8283/阳光电影www.ygdy8.com.德鲁大叔.BD.720p.中英双字幕.mkv
The Blizzard,道高一丈,中国,"5.2/10 from 4,045 users",宋朝、刘海洋、黄天成是警校同窗，宋朝因犯错被开除，警察梦破灭。刘海洋、黄天成顺利毕业成为了真正的警察。 <br />　　被警校开除的宋朝受刘海洋之父刘守义之托，混进贯宇集团调查一桩纵火案。刘守义在跟宋朝接头时，被贯宇集团手下胡龙带人杀害，胡龙则在行凶时被刘守义开枪击伤后逃跑下落不明，宋朝被当成杀人疑凶而被迫踏上逃亡之路。 <br />　　刘海洋跟宋朝不仅是同学，更是妻子楚洁的前男友，新仇旧恨让刘海洋发下毒誓要将宋朝绳之以法。而此时，宋朝也在为脱罪积极调查真相，并找到昔日同窗黄天成寻求帮助，不料却在追逃过程中陷入更危险的境地，命悬一线之际，他们才发现这一切竟是一名叫胡紫薇的女人所为，而胡紫薇的背后隐藏着更大的阴谋与罪恶。 <br />　　光明与黑暗，正义与邪恶，扑朔迷离，环环相扣，最终&ldquo;魔高一尺、道高一丈&rdquo;。 ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8396/阳光电影www.ygdy8.com.道高一丈.HD.720p.国语中英双字.mkv
人类清除计划4/杀戮元年(台)/国定杀戮日：屠亡前传(港),The First Purge,美国,5.5/10 from 468 users,电影聚焦于导致清除计划发生的原因，讲述了由于人口膨胀，社会问题加剧，一个名为New Founding Fathers of America的组织进行了一种社会学理论测试，即在某一孤立的社区进行为时一晚的发泄、攻击、侵略，促成社区人们之间的相互残杀。这一制度在全美推广，一时间马路街道都成为了杀戮的战场。故事的荒谬性吸引了大量观众，第一年的杀戮日就要降临，恶魔们都已经准备好了。 ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8282/阳光电影www.ygdy8.com.人类清除计划4.BD.720p.中英双字幕.mkv
特工/北风(台)/北寒谍战(港)/工作,The Spy Gone North / Gongjak,韩国,"7.7/10 from 1,919 users",1990年代中期，暗号「黑金星」的南韩「国家安全企划部」情报员，假扮成南韩商人跟北韩进行商业交易，藉此渗透北韩军事单位，打探核开发情报，他得在最危险的地方，赢得敌方的信任，没想到一心只想完成任务的他，却在不自觉中陷入南北韩权力高层间的恐怖阴谋。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3139/阳光电影www.ygdy8.com.特工.BD.720p.韩语中字.mkv
与神同行2：因与缘/与神同行：终极审判(港)/与神同行：最终审判(台)/与神同行下/和神一起2/与神同在2/与神一起2,Along With the Gods: The Last 49 Days / Along With the Gods 2,韩国,"7.6/10 from 2,921 users",故事接上集，为了完成阎罗王（李政宰 饰）开出的条件，解怨脈（朱智勋 饰）与德春（金香起 饰）与凶悍的城主神（马东锡 饰）展开决斗。江林（河正宇 饰）也力劝一等兵（都暻秀 饰）公开秀鸿意外死亡的真相，就在阴间使者们试图完成任务的同时，千年前，他们生前的悲剧也将被逐一揭开&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4092/阳光电影www.ygdy8.com.与神同行2：因与缘.BD.720p.韩语中字.mkv
魔女,The Witch : Part 1. The Subversion,韩国,"5.8/10 from 1,341 users",该电影讲述了10年前在一起奇怪的事故中独自生还的失忆少女子允，在一对老夫妇的抚养下长大。为了贴补家用，子允参加了某档电视节目，但让她没想到的是，就在节目播出后，开始有各种奇怪的人出现在她面前&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3138/阳光电影www.ygdy8.com.魔女.BD.720p.韩语中字.mkv
Detective Chinatown Vol 2,唐人街探案2/唐探2,中国,"6.7/10 from 417,958 users",唐仁（王宝强 饰）为巨额奖金欺骗秦风（刘昊然 饰）到纽约参加世界名侦探大赛，然而随着和世界各国侦探们啼笑皆非的较量，两人却发现了隐藏在这次挑战背后的更大秘密&hellip;&hellip; <br /><br />◎获奖情况 <br /><br />　　第25届北京大学生电影节 (2018) <br />　　最受大学生欢迎影片 <br /><br />　　第4届豆瓣电影年度榜单 (2017) <br />　　最值得期待的华语电影(提名) ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8294/阳光电影www.ygdy8.com.唐人街探案2.BD.720p.国语中字.mkv
心甘情愿/谍影丽人,Raazi,印度,7.1/10 from 310 users,1971年第三次印巴战争前前夕，双方局势剑拔弩张，一触即发。这时一位和巴基斯坦军方接触密切，实则为印度间谍的克什米尔商人发现自己患有肺癌，已经时日无多，他做出了一个艰难的决定&mdash;&mdash;让自己风华正茂的女儿萨玛特（阿莉雅&middot;布哈特饰）远嫁敌国，替自己完成未竞的任务。于是，萨玛特停止学业，经过短暂的训练后，成为了巴军一位中将的幼子伊克巴尔（维基&middot;考萨尔饰）的新婚妻子，成为了一名背负重要使命的印度间谍。 <br /><br />　　时间越发紧迫，面对着全新的环境，面对着既友善又警惕的家人，萨玛特必须要争分夺秒，获得战争绝密情报。然而，残酷的战争本质仍然远远超过萨玛特的预期&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8394/阳光电影www.ygdy8.com.心甘情愿.BD.720p.中英双字幕.mkv
巨齿鲨/极悍巨鲨(港)/麦格,The Meg,美国/中国/中国香港,"5.8/10 from 1,341 users",一项由中国主导的国际科研项目，正在马里亚纳海沟深处进行时，遭遇未知生物攻击，科研人员被困海底。前美国海军陆战队深海潜水专家乔纳斯&middot;泰勒受命前往营救，再度遭遇数年前曾经在深海给自己留下终身难以磨灭记忆的史前生物巨齿鲨。乔纳斯联手科研项目中的中国女科学家张苏茵成功营救了被困人员，但营救行动却意外造成了巨齿鲨逃离深海。当史前巨兽重返浅海，人类将为自己对大自然的贪婪付出惨重的代价&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3137/阳光电影www.ygdy8.com.巨齿鲨.HD.720p.韩版中字.mkv
讨债人,The Debt Collector,美国,6.2/10 from 267 users,斯科特&middot;阿金斯继《失忆格斗士》《野蛮狗》《三重威胁》和《意外杀手》之后第五次与导演杰西&middot;约翰逊合作的犯罪动作片。 <br /><br />　　弗兰奇（斯科特&middot;阿金斯 Scott Adkins 饰演）最近面临着诸多债务问题：他在城中开设的武馆经营不善并且经常被人上门找麻烦，自己也可能因交不起房租而随时 无家可归，而爱情方面更是无暇顾及、毫无进展。于是弗兰奇打算铤而走险，接受了一份讨债人的工作，他需要冒着生命危险替雇主以暴力手段逼迫欠债人还债或施加压力，而和他搭档的是一位名字叫苏（路易斯&middot;曼迪勒 Louis Mandylor 饰演）的前警署探员。于是这对看似奇怪的组合开着轿车，在一条逐渐失控的讨债道路上越走越远。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8293/阳光电影www.ygdy8.com.讨债人.BD.720p.中英双字幕.mkv
The Wind Guardians,风语咒/画江湖之风语咒,中国,"7.0/10 from 31,726 users",生活在孝阳岗的少年郎明怀揣侠岚梦想，但双眼失明的他却只能靠招摇撞骗混于市井之中。直到有一天，罗刹袭击孝阳岗，与他相依为命的母亲突然失踪，郎明迫不得已踏上了找寻真相之路。一波未平一波又起，上古神兽饕餮现世让人间危在旦夕，传说中的侠岚们也出现在眼前，郎明也踏上了改变一生的冒险之旅&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8280/阳光电影www.ygdy8.com.风语咒.HD.720p.国语无字.mkv
游侠索罗：星球大战外传/韩索罗：星球大战外传(港)/星球大战外传：游侠索罗/星球大战外传：索罗/星球大战韩&middot;索罗外传/游侠索罗/韩索罗外传/星战外传2,Solo: A Star Wars Story,美国,"7.0/10 from 22,872 users",在《游侠索罗》（暂译）中，影迷们将跟随&ldquo;千年隼号&rdquo;及银河系中最受爱戴的&ldquo;恶棍&rdquo;韩&middot;索罗，迎来全新的银河系探险旅程。经过在黑暗危险的罪犯地下社会中的重重冒险，韩&middot;索罗遇见了他未来强大的副驾驶丘巴卡、以及臭名昭著的赌徒兰多&middot;卡瑞辛，共同展开了一场星战传奇中最不&ldquo;正统&rdquo;的英雄历程。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8291/阳光电影www.ygdy8.com.游侠索罗：星球大战外传.BD.720p.国英双语双字.mkv
曼蒂/曼迪,Mandy,美国,6.4/10 from 558 users,影片故事发生在1983年，凯奇饰演的雷德&middot;米勒是一位樵夫，与老婆曼蒂（安德丽亚&middot;瑞斯波罗格 饰演）居住在深山林里的一栋木屋。老婆曼蒂被一个价值观扭曲的宗教组织&ldquo;新黎明之子&rdquo;（The Children of the New Dawn）看上。该组织的领头杰瑞马雅（莱纳斯&middot;罗彻 饰演）欲收纳曼蒂入会未果，就在雷德面前活活把曼蒂烧死。雷德一度精神错乱，最终踏上复仇之路。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3136/阳光电影www.ygdy8.com.曼蒂.BD.720p.中英双字幕.mkv
碟中谍6：全面瓦解/碟中谍6/不可能的任务：全面瓦解(台)/职业特工队：叛逆之谜(港),Mission: Impossible - Fallout,美国,"8.1/10 from 120,973 users",有时好意会造成恶果，人反而被自己所造成的结果所困扰。伊桑&middot;亨特（汤姆&middot;克鲁斯）和他的IMF团队（亚历克&middot;鲍德温、西蒙&middot;佩吉、文&middot;瑞姆斯）将在最新的电影《碟中谍6：全面瓦解》中再度回归，他们会与观众们熟悉的盟友（丽贝卡&middot;弗格森、米歇尔&middot;莫娜汉）一起与时间赛跑，应对一次任务中出现的意外。亨利&middot;卡维尔、安吉拉&middot;贝塞特和凡妮莎&middot;柯比也将加入本片的演员阵容，电影制片人克里斯托夫&middot;迈考利将会再度担任导演。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4091/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.HD.720p.韩版中英双字幕.mkv
Europe Raiders,欧洲攻略,中国/英国,5.8/10 from 69 users,《欧洲攻略》是由马楚成执导，梁朝伟、吴亦凡、唐嫣、杜鹃、林子祥等联袂主演的动作电影。影片主要讲述了特工林在风（梁朝伟 饰）与王小姐（唐嫣 饰）多年来亦敌亦友，相互欣赏又互相为敌。上帝右手在CIA被不明身份的苏菲（杜鹃 饰）偷走后，两人同时受CIA委托展开追寻。原本以为只是场谋略较量，但在他们救下顶级黑客洛奇（吴亦凡 饰）后，却发现这背后还隐藏着一个更大的秘密。 ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8277/阳光电影www.ygdy8.com.欧洲攻略.HD.1080p.国语中字.mp4
银行家的抵抗,The Resistance Banker/Bankier van het Verzet,荷兰,/10 from 0 users,"在纳粹占领的阿姆斯特丹，银行家兄弟Walraven和Gijs van Hall在决定帮助资助荷兰抵抗时面临着他们最大的挑战。 <br /><br />　　In Nazi-occupied Amsterdam, banker brothers Walraven and Gijs van Hall face their greatest challenge yet when they decide to help fund the Dutch resistance. ",ftp://ygdy8:ygdy8@yg45.dydytt.net:8289/阳光电影www.ygdy8.com.银行家的抵抗.BD.720p.中英双字幕.mkv
没有好英雄,No Good Heroes,美国,/10 from 0 users,"After living peacefully in the caverns of a small town, a stranded group of aliens turn deadly as they fight for their existence, betraying the compassionate chief of police who has protected them for 28 years. ",ftp://ygdy8:ygdy8@yg45.dydytt.net:3135/阳光电影www.ygdy8.com.没有好英雄.BD.720p.中英双字幕.mkv
边境杀手2：边境战士/怒火边界2：毒刑者(台)/毒裁者2(港)/边境杀手2：战士/边境杀手2：兵凶战危/边境杀手2：并肩作战,Sicario: Day of the Soldado,美国/意大利,6.7/10 from 716 users,戛纳金棕榈提名影片《边境杀手》续作，本作将聚焦于本尼西奥&middot;德尔&middot;托罗饰演的亚历桑德罗的前世今生，他的家人当初如何被毒贩折磨，他又是如何变成心狠手辣的特工。当接到护送仇人女儿返回墨西哥的任务时，这位杀手特工将作出怎样的选择呢&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4089/阳光电影www.ygdy8.com.边境杀手2：边境战士.BD.720p.中英双字幕.mkv
倾城十月/十月,October,印度,6.2/10 from 274 users,一个名为舒莉的女孩，每年都会热切期盼着十月的到来。那是茉莉盛开的季节，花儿将整夜的飘落，撒满一地。花期是如此的短暂，舒莉最终也如同茉莉般凋零了。多么短暂的美丽啊，就这样匆匆的走了，留给&ldquo;丹&rdquo;一生牵挂... <br />　　也许，每个人的一生都会如同《十月花开》这般，有过灿烂、有过辉煌，灿烂过后、辉煌过后，便是消逝，唯有那袅袅花香证明它曾经来过。 <br /><br />　　让我们携手一同走进《十月花开》的世界吧，去聆听那十月花开的声音。 ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8275/阳光电影www.ygdy8.com.倾城十月.BD.720p.中英双字幕.mkv
雪耻女孩/复仇女孩,リベンジgirl / Revenge Girl,日本,5.2/10 from 159 users,桐谷美玲时隔两年主演电影[雪耻女孩]。影片讲诉才色兼备的Miss东大，以失恋为契机，而立志成为第一位女性内阁总理大臣。本片由三木康一郎([植物图鉴])执导，12月23日日本上映。 ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8389/阳光电影www.ygdy8.com.雪耻女孩.BD.720p.日语中字.mkv
游侠索罗：星球大战外传/韩索罗：星球大战外传(港)/星球大战外传：游侠索罗/星球大战外传：索罗/星球大战韩&middot;索罗外传/游侠索罗/韩索罗外传/星战外传2,Solo: A Star Wars Story,美国,"7.0/10 from 22,872 users",在《游侠索罗》（暂译）中，影迷们将跟随&ldquo;千年隼号&rdquo;及银河系中最受爱戴的&ldquo;恶棍&rdquo;韩&middot;索罗，迎来全新的银河系探险旅程。经过在黑暗危险的罪犯地下社会中的重重冒险，韩&middot;索罗遇见了他未来强大的副驾驶丘巴卡、以及臭名昭著的赌徒兰多&middot;卡瑞辛，共同展开了一场星战传奇中最不&ldquo;正统&rdquo;的英雄历程。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3134/阳光电影www.ygdy8.com.游侠索罗：星球大战外传.BD.720p.中英双字幕.mkv
侏罗纪世界2/侏罗纪世界：殒落国度(台)/侏罗纪世界：迷失国度(港)/侏罗纪世界2：失落王国/侏罗纪世界2：堕落王国/侏罗纪公园5,Jurassic World: Fallen Kingdom,美国/西班牙,"6.8/10 from 160,767 users",侏罗纪世界主题公园及豪华度假村被失控的恐龙们摧毁已有三年。如今，纳布拉尔岛已经被人类遗弃，岛上幸存的恐龙们在丛林中自给自足。 <br />　　当岛上的休眠火山开始活跃以后，欧文（克里斯&middot;帕拉特 饰）与克莱尔（布莱丝&middot;达拉斯&middot;霍华德 饰）发起了一场运动，想要保护岛上幸存的恐龙们免于灭绝。 欧文一心想要找到自己依然失踪在野外的迅猛龙首领布鲁，克莱尔如今也尊重起这些生物，以保护它们为己任。两人在熔岩开始喷发时来到了危险的小岛，他们的冒险也揭开了一个可能让地球回到史前时代般混乱秩序的阴谋。 ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8287/阳光电影www.ygdy8.com.侏罗纪世界2.BD.720p.国英双语双字.mkv
Reborn,解码游戏/解码者,中国/中国香港/美国,"4.2/10 from 1,976 users",宅男黑客李浩铭被代号&ldquo;斑马&rdquo;的职业罪犯乔飞和神秘女孩苏仪绑架，被迫卷入了一起诡谲奇异的案件中，与深网黑暗巨头闫岳斗智斗勇。陷入冒险游戏中的浩铭和乔飞渐渐成为一对生死拍档，而在不断浮出的&ldquo;真相&rdquo;背后，其实隐藏着更深的秘密&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8388/阳光电影www.ygdy8.com.解码游戏.HD.720p.国语中英双字.mkv
呼吸/雾袭花都/全面霾伏(台),Dans la brume / Just A Breath Away,法国/加拿大,6.1/10 from 227 users,"当巴黎被一种奇怪的致命烟雾淹没时,幸存者只能在城市的上层和屋顶避难。没有新闻,没有电,没有水,没有食物,一个小家庭在灾难中挣扎求生。但随着时间的推移,他们不得不面对现实:救援队伍不能来了。如果他们希望活着出来,他们就得冒着被雾笼罩的危险。 ",ftp://ygdy8:ygdy8@yg45.dydytt.net:7287/阳光电影www.ygdy8.com.呼吸.BD.720p.中英双字幕.mkv
死亡棚屋,Dead Shack,加拿大 Canada,/10 from 0 users,周末在树林里破旧的小屋度假，杰森，一个谨慎的青少年，他最好的朋友科林和他无畏的姐姐夏天被迫一起工作，长大并拯救他们的顽固父母离开他们的掠夺性邻居（劳伦霍莉），谁打算将它们全部喂给她的亡灵家庭&hellip;&hellip; ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8274/阳光电影www.ygdy8.com.死亡棚屋.BD.720p.中英双字幕.mkv
